Date,Open,High,Low,Close,Volume,Change,ChangeRatio,평균기온(℃),강수량(mm),Stock,강수량(mm)_log
2024-10-30,48700,49400,48550,48650,1475454,-50,-0.102669405,15.8,3.3,토마토탈 주식회사,1.458615023
2024-10-31,48650,50000,47950,47950,2442940,-700,-1.438848921,16.3,3.8,토마토탈 주식회사,1.568615918
2024-11-01,47950,48600,47700,48000,1219600,50,0.104275287,14.3,4.3,토마토탈 주식회사,1.667706821
2024-11-04,48350,48650,47900,48600,672154,250,0.517063082,15.5,0.4,토마토탈 주식회사,0.336472237
2024-11-05,47950,48200,47600,48000,716036,50,0.104275287,11.2,0.333333333,토마토탈 주식회사,0.287682072
2024-11-06,48000,48150,47000,47150,1411005,-850,-1.770833333,9,0.266666667,토마토탈 주식회사,0.236388778
2024-11-07,47150,47600,47000,47000,1268280,-150,-0.318133616,8.9,0.2,토마토탈 주식회사,0.182321557
2024-11-08,47600,47800,47100,47200,990446,-400,-0.840336134,11.9,0.133333333,토마토탈 주식회사,0.125163143
2024-11-11,46950,47150,46000,46000,1274511,-950,-2.02342918,14,0.05,토마토탈 주식회사,0.048790164
2024-11-12,45950,45950,44600,44750,2141004,-1200,-2.611534276,14.1,0.1,토마토탈 주식회사,0.09531018
2024-11-13,44250,44900,42650,42650,2131219,-1600,-3.615819209,14.2,0.15,토마토탈 주식회사,0.139761942
2024-11-14,42800,44250,42800,42950,2968814,150,0.35046729,15.5,0.2,토마토탈 주식회사,0.182321557
2024-11-15,44250,46200,43950,45900,3045332,1650,3.728813559,16.8,0.1,토마토탈 주식회사,0.09531018
2024-11-18,49000,49600,48200,48800,4465501,-200,-0.408163265,4.3,0.42,토마토탈 주식회사,0.350656872
2024-11-19,48400,49300,48200,48200,1326667,-200,-0.41322314,5.8,0.28,토마토탈 주식회사,0.246860078
2024-11-20,48500,48550,47300,47500,1883474,-1000,-2.06185567,8.2,0.14,토마토탈 주식회사,0.131028262
2024-11-21,47500,49050,47450,48800,1807913,1300,2.736842105,10.6,0,토마토탈 주식회사,0
2024-11-22,48400,48900,48100,48100,1426123,-300,-0.619834711,8.6,0,토마토탈 주식회사,0
2024-11-25,48300,49900,48300,49050,5717164,750,1.552795031,12.3,0.6,토마토탈 주식회사,0.470003629
2024-11-26,49250,49850,49000,49000,788718,-250,-0.507614213,9.3,15.7,토마토탈 주식회사,2.815408719
2024-11-27,49000,49000,47450,47450,1277266,-1550,-3.163265306,4,4.8,토마토탈 주식회사,1.757857918
2024-11-28,47550,48050,47250,47750,1016784,200,0.420609884,5.9,3.3,토마토탈 주식회사,1.458615023
2024-11-29,47200,47600,46200,46200,1494589,-1000,-2.118644068,3.3,4,토마토탈 주식회사,1.609437912
2024-12-02,46250,46300,45350,45600,1403260,-650,-1.405405405,10.4,0,토마토탈 주식회사,0
2024-12-03,45200,45850,45150,45600,1512248,400,0.884955752,3.5,0,토마토탈 주식회사,0
2024-12-04,44600,45400,44550,45350,1615059,750,1.68161435,5,0,토마토탈 주식회사,0
2024-12-05,45400,46200,45400,45550,1025515,150,0.330396476,6.3,2.1,토마토탈 주식회사,1.131402111
2024-12-06,45100,45800,44700,45500,1113721,400,0.88691796,5.5,0.4,토마토탈 주식회사,0.336472237
2024-12-09,44750,45600,44200,44800,1727112,50,0.111731844,3.7,0.12,토마토탈 주식회사,0.113328685
2024-12-10,44900,45200,44700,45200,1600216,300,0.668151448,4.9,0.24,토마토탈 주식회사,0.21511138
2024-12-11,45200,45850,45000,45500,1176032,300,0.663716814,3.6,0.36,토마토탈 주식회사,0.3074847
2024-12-12,45250,47150,45200,46600,1899347,1350,2.983425414,2,0.48,토마토탈 주식회사,0.392042088
2024-12-13,46800,47250,46450,46600,1289600,-200,-0.427350427,1,0.6,토마토탈 주식회사,0.470003629
2024-12-16,46800,47150,45750,46550,1445915,-250,-0.534188034,4.4,1.1,토마토탈 주식회사,0.741937345
2024-12-17,45800,46050,44700,44700,2268814,-1100,-2.401746725,3.5,0.825,토마토탈 주식회사,0.601579987
2024-12-18,44550,45550,44550,45300,1243345,750,1.683501684,-0.7,0.55,토마토탈 주식회사,0.438254931
2024-12-19,44300,44600,44200,44250,954022,-50,-0.112866817,-1.3,0.275,토마토탈 주식회사,0.242946179
2024-12-20,43650,44200,43000,43050,2906785,-600,-1.374570447,2.5,0,토마토탈 주식회사,0
2024-12-23,43500,44900,43100,44300,1854636,800,1.83908046,1,0,토마토탈 주식회사,0
2024-12-24,44300,45200,44300,44950,816525,650,1.467268623,1.5,0.133333333,토마토탈 주식회사,0.125163143
2024-12-26,45300,45300,44600,44650,724810,-650,-1.434878587,2.8,0.4,토마토탈 주식회사,0.336472237
2024-12-27,44500,44900,44300,44800,570379,300,0.674157303,0.4,1.7,토마토탈 주식회사,0.993251773
2024-12-30,44500,45000,44200,44200,783576,-300,-0.674157303,7.2,0.05,토마토탈 주식회사,0.048790164
2024-01-02,78200,79800,78200,79600,17142847,1400,1.79028133,5.4,0,(주)딸기사세요,0
2024-01-03,78500,78800,77000,77000,21753644,-1500,-1.910828025,3.3,1.4,(주)딸기사세요,0.875468737
2024-01-04,76100,77300,76100,76600,15324439,500,0.657030223,2.7,1.1,(주)딸기사세요,0.741937345
2024-01-05,76700,77100,76400,76600,11304316,-100,-0.130378096,6.7,0.8,(주)딸기사세요,0.587786665
2024-01-08,77000,77500,76400,76500,11088724,-500,-0.649350649,-2.4,2,(주)딸기사세요,1.098612289
2024-01-09,77400,77700,74300,74700,26019249,-2700,-3.488372093,2.9,4,(주)딸기사세요,1.609437912
2024-01-10,75000,75200,73200,73600,20259529,-1400,-1.866666667,0.9,0.5,(주)딸기사세요,0.405465108
2024-01-11,72900,73600,72700,73200,57691266,300,0.411522634,2.7,1.6,(주)딸기사세요,0.955511445
2024-01-12,73000,74100,72800,73100,13038939,100,0.136986301,4.4,2.7,(주)딸기사세요,1.30833282
2024-01-15,73200,74000,73200,73900,13212339,700,0.956284153,-0.7,5.533333333,(주)딸기사세요,1.876917278
2024-01-16,73500,73700,72500,72600,14760415,-900,-1.224489796,-0.2,6.166666667,(주)딸기사세요,1.969440646
2024-01-17,73100,73300,71000,71000,22683660,-2100,-2.872777018,6.8,6.8,(주)딸기사세요,2.054123734
2024-01-18,71600,72000,70700,71700,17853397,100,0.139664804,7.2,18.1,(주)딸기사세요,2.949688335
2024-01-19,73500,74700,73000,74700,23363427,1200,1.632653061,7.8,0.1,(주)딸기사세요,0.09531018
2024-01-22,75900,76000,75000,75100,19673375,-800,-1.054018445,-3.9,0.3,(주)딸기사세요,0.262364264
2024-01-23,75700,75800,74300,75200,14786224,-500,-0.660501982,-7,0,(주)딸기사세요,0
2024-01-24,75200,75200,73500,74000,12860661,-1200,-1.595744681,-5,0,(주)딸기사세요,0
2024-01-25,74200,74800,73700,74100,11737747,-100,-0.134770889,-3.3,0,(주)딸기사세요,0
2024-01-26,73700,74500,73300,73400,11160062,-300,-0.407055631,0.4,0,(주)딸기사세요,0
2024-01-29,73800,75200,73500,74400,13976521,600,0.81300813,1.2,0,(주)딸기사세요,0
2024-01-30,75000,75300,73700,74300,12244418,-700,-0.933333333,3.2,0,(주)딸기사세요,0
2024-01-31,73400,74000,72500,72700,15703560,-700,-0.953678474,7.6,0,(주)딸기사세요,0
2024-02-01,73000,74200,72900,73600,19881033,600,0.821917808,5.3,0,(주)딸기사세요,0
2024-02-02,74000,75200,73700,75200,14955881,1200,1.621621622,3.1,1.25,(주)딸기사세요,0.810930216
2024-02-05,74200,74800,73500,74300,19026021,100,0.134770889,5.4,17.5,(주)딸기사세요,2.917770732
2024-02-06,74300,74700,73300,74400,14559254,100,0.134589502,3.5,0.8,(주)딸기사세요,0.587786665
2024-02-07,74600,75500,74300,75000,16566445,400,0.536193029,1.3,0.6,(주)딸기사세요,0.470003629
2024-02-08,75000,75200,73600,74100,20810708,-900,-1.2,1.2,0.4,(주)딸기사세요,0.336472237
2024-02-13,74800,75200,74400,75200,21966745,400,0.534759358,11.3,0.45,(주)딸기사세요,0.371563556
2024-02-14,73700,74300,73700,74000,12434945,300,0.407055631,14.6,0.6,(주)딸기사세요,0.470003629
2024-02-15,74200,74400,73000,73000,14120600,-1200,-1.617250674,6.1,2.1,(주)딸기사세요,1.131402111
2024-02-16,73300,73400,72500,72800,13444781,-500,-0.68212824,3.2,6.866666667,(주)딸기사세요,2.062634423
2024-02-19,72800,73900,72800,73800,12726404,1000,1.373626374,10.6,36.7,(주)딸기사세요,3.629660094
2024-02-20,73700,73700,72800,73300,14681477,-400,-0.542740841,6.3,5.2,(주)딸기사세요,1.824549292
2024-02-21,73400,73700,72900,73000,11503495,-400,-0.544959128,6.2,14.3,(주)딸기사세요,2.727852828
2024-02-22,73800,73900,72700,73100,15208934,-700,-0.948509485,4.5,4.7,(주)딸기사세요,1.740466175
2024-02-23,73600,74200,72900,72900,16225166,-700,-0.951086957,4.4,1.6,(주)딸기사세요,0.955511445
2024-02-26,72300,73200,72200,72800,14669352,500,0.691562932,4.7,1.475,(주)딸기사세요,0.906240396
2024-02-27,73100,73400,72700,72900,13201981,-200,-0.273597811,7.2,1.05,(주)딸기사세요,0.717839793
2024-02-28,72900,73900,72800,73200,11795859,300,0.411522634,8.3,0.625,(주)딸기사세요,0.485507816
2024-02-29,72600,73400,72000,73400,21176403,800,1.101928375,6.5,0.2,(주)딸기사세요,0.182321557
2024-03-04,74300,75000,74000,74900,23210474,600,0.807537012,9,0,(주)딸기사세요,0
2024-03-05,74600,74800,73700,73700,19505125,-900,-1.206434316,7,4.8,(주)딸기사세요,1.757857918
2024-03-06,73200,73500,72700,72900,21547905,-300,-0.409836066,8.2,3.2,(주)딸기사세요,1.435084525
2024-03-07,73100,73300,72200,72200,14516963,-900,-1.23119015,4.4,1.6,(주)딸기사세요,0.955511445
2024-03-08,72800,73400,72600,73300,19271349,500,0.686813187,3.5,0,(주)딸기사세요,0
2024-03-11,72900,73100,72300,72400,9740504,-500,-0.685871056,7.4,0,(주)딸기사세요,0
2024-03-12,72600,73500,72100,73300,13011654,700,0.964187328,6.2,0.2,(주)딸기사세요,0.182321557
2024-03-13,73700,74100,73500,74100,15243134,400,0.542740841,6.1,0.15,(주)딸기사세요,0.139761942
2024-03-14,74400,74500,73600,74300,22545539,-100,-0.134408602,7.3,0.1,(주)딸기사세요,0.09531018
2024-03-15,73400,73700,72300,72300,22580555,-1100,-1.498637602,8.9,0.05,(주)딸기사세요,0.048790164
2024-03-18,72600,73000,72500,72800,11520348,200,0.275482094,7.7,0.2,(주)딸기사세요,0.182321557
2024-03-19,72300,73000,71700,72800,15376066,500,0.691562932,7.2,0.4,(주)딸기사세요,0.336472237
2024-03-20,73700,77200,73400,76900,50106297,3200,4.34192673,4.7,0.266666667,(주)딸기사세요,0.236388778
2024-03-21,79200,79300,77700,79300,44569799,100,0.126262626,5.2,0.133333333,(주)딸기사세요,0.125163143
2024-03-22,79600,79900,77800,78900,26724761,-700,-0.879396985,12.5,0,(주)딸기사세요,0
2024-03-25,79600,79800,77800,78200,18703996,-1400,-1.75879397,11.9,14.3,(주)딸기사세요,2.727852828
2024-03-26,79700,80100,79200,79900,30551494,200,0.250941029,8.8,27.9,(주)딸기사세요,3.363841595
2024-03-27,79200,80000,79200,79800,17424595,600,0.757575758,10.9,28.5,(주)딸기사세요,3.384390263
2024-03-28,79400,81000,79200,80800,25084812,1400,1.763224181,10,29.1,(주)딸기사세요,3.404525172
2024-03-29,81200,82500,80900,82400,27126366,1200,1.477832512,10.1,0,(주)딸기사세요,0
2024-04-01,83200,83300,82000,82000,20116513,-1200,-1.442307692,13.6,2.566666667,(주)딸기사세요,1.271631453
2024-04-02,82900,85000,82900,85000,37077944,2100,2.533172497,16.2,2.9,(주)딸기사세요,1.360976553
2024-04-03,84300,85000,83500,84100,30493347,-200,-0.237247924,14.3,27.7,(주)딸기사세요,3.356897123
2024-04-04,85200,85500,84300,85300,25248934,100,0.117370892,13.9,6.4,(주)딸기사세요,2.00148
2024-04-05,84500,85000,83800,84500,18883752,0,0,13.5,0.9,(주)딸기사세요,0.641853886
2024-04-08,85200,86000,84500,84500,18953232,-700,-0.821596244,15.8,2.07,(주)딸기사세요,1.121677562
2024-04-09,84500,84900,83100,83600,23725956,-900,-1.065088757,14.7,2.46,(주)딸기사세요,1.241268589
2024-04-11,83200,84700,82500,84100,25538009,900,1.081730769,16.9,3.24,(주)딸기사세요,1.444563269
2024-04-12,84700,84900,83200,83700,17061770,-1000,-1.180637544,17.8,3.63,(주)딸기사세요,1.532556868
2024-04-15,82900,83200,81200,82200,26663772,-700,-0.844390832,17,4.8,(주)딸기사세요,1.757857918
2024-04-16,81200,81300,79400,80000,31949845,-1200,-1.477832512,14.4,0,(주)딸기사세요,0
2024-04-17,80700,80800,78900,78900,22611631,-1800,-2.230483271,15.5,1.175,(주)딸기사세요,0.777028665
2024-04-18,78800,80100,78300,79600,21370190,800,1.015228426,16.4,2.35,(주)딸기사세요,1.208960346
2024-04-19,78300,78700,76300,77600,31317563,-700,-0.893997446,18.3,3.525,(주)딸기사세요,1.509617577
2024-04-22,77400,77500,75100,76100,30469477,-1300,-1.679586563,17.7,0.4,(주)딸기사세요,0.336472237
2024-04-23,76400,76800,75500,75500,18717699,-900,-1.178010471,16,0.4,(주)딸기사세요,0.336472237
2024-04-24,77500,78800,77200,78600,22166150,1100,1.419354839,13.7,4.5,(주)딸기사세요,1.704748092
2024-04-25,77300,77500,76300,76300,15549134,-1000,-1.293661061,15.9,3.7,(주)딸기사세요,1.547562509
2024-04-26,77800,77900,76500,76700,12755629,-1100,-1.413881748,17.3,2.9,(주)딸기사세요,1.360976553
2024-04-29,77400,77600,76200,76700,14664474,-700,-0.904392765,18.1,0.5,(주)딸기사세요,0.405465108
2024-04-30,77000,78500,76600,77500,19007007,500,0.649350649,15.2,0.2,(주)딸기사세요,0.182321557
2024-05-02,77600,78600,77300,78000,18900640,400,0.515463918,16.9,9.366666667,(주)딸기사세요,2.338595531
2024-05-03,79000,79000,77500,77600,13151889,-1400,-1.772151899,17.9,4.733333333,(주)딸기사세요,1.746297095
2024-05-07,79600,81300,79400,81300,26238868,1700,2.135678392,13.9,12.9,(주)딸기사세요,2.63188884
2024-05-08,80800,81400,80500,81300,13089576,500,0.618811881,15.4,2.3,(주)딸기사세요,1.193922468
2024-05-09,81100,81500,79700,79700,18759935,-1400,-1.726263872,15.9,7.633333333,(주)딸기사세요,2.15563068
2024-05-10,80400,81100,78900,79200,16976124,-1200,-1.492537313,18,12.96666667,(주)딸기사세요,2.636673538
2024-05-13,79400,79900,77600,78400,18652344,-1000,-1.259445844,17.4,5.433333333,(주)딸기사세요,1.861492807
2024-05-14,78600,78800,77900,78300,11763992,-300,-0.381679389,18.4,7.766666667,(주)딸기사세요,2.170956651
2024-05-16,80200,80300,78100,78200,20989778,-2000,-2.493765586,14.5,0.6,(주)딸기사세요,0.470003629
2024-05-17,78600,78800,77200,77400,15918201,-1200,-1.526717557,19.9,1.09,(주)딸기사세요,0.737164066
2024-05-20,78100,79100,77900,78900,19456783,800,1.024327785,20.2,2.56,(주)딸기사세요,1.269760545
2024-05-21,78500,79000,78200,78400,13690583,-100,-0.127388535,20.4,3.05,(주)딸기사세요,1.398716881
2024-05-22,78100,78700,77300,77700,19521506,-400,-0.512163892,21.3,3.54,(주)딸기사세요,1.512927012
2024-05-23,77700,79100,77100,78300,18728087,600,0.772200772,21,4.03,(주)딸기사세요,1.615419984
2024-05-24,76800,77000,75700,75900,27891278,-900,-1.171875,19.7,4.52,(주)딸기사세요,1.70837786
2024-05-27,75300,78200,74000,77200,43825202,1900,2.523240372,18.2,4.583333333,(주)딸기사세요,1.71978597
2024-05-28,76500,78000,76200,77600,18539072,1100,1.437908497,19.6,3.666666667,(주)딸기사세요,1.540445041
2024-05-29,77700,78200,75200,75200,30244875,-2500,-3.217503218,21.3,2.75,(주)딸기사세요,1.32175584
2024-05-30,74800,75200,73500,73500,28551273,-1300,-1.737967914,21.3,1.833333333,(주)딸기사세요,1.041453875
2024-05-31,74500,74700,73500,73500,26198776,-1000,-1.342281879,20.8,0.916666667,(주)딸기사세요,0.650587566
2024-06-03,74400,76400,74200,75700,15706268,1300,1.747311828,20.7,9.4,(주)딸기사세요,2.341805806
2024-06-04,74900,76100,74900,75300,14098053,400,0.534045394,21.3,7.05,(주)딸기사세요,2.085672091
2024-06-05,78000,78000,76800,77400,23177968,-600,-0.769230769,21.7,4.7,(주)딸기사세요,1.740466175
2024-06-07,78400,78600,77100,77300,21189349,-1100,-1.403061224,22.2,0,(주)딸기사세요,0
2024-06-10,76100,76600,75600,75700,14598755,-400,-0.525624179,24.9,5.842857143,(주)딸기사세요,1.923205355
2024-06-11,75900,76000,75100,75200,16971175,-700,-0.92226614,24.8,6.414285714,(주)딸기사세요,2.003408641
2024-06-12,75300,77100,75200,76500,19246725,1200,1.593625498,25.1,6.985714286,(주)딸기사세요,2.077654231
2024-06-13,78400,79000,77800,78600,33763804,200,0.255102041,25.8,7.557142857,(주)딸기사세요,2.146766356
2024-06-14,79700,80500,79000,79600,22926612,-100,-0.125470514,26.1,8.128571429,(주)딸기사세요,2.211409212
2024-06-17,79200,79500,78000,78100,16123051,-1100,-1.388888889,23.5,9.842857143,(주)딸기사세요,2.383506535
2024-06-18,78700,80200,78600,79800,18207598,1100,1.397712834,24.8,10.41428571,(주)딸기사세요,2.434865704
2024-06-19,81100,82500,80500,81200,24168863,100,0.123304562,26.9,10.98571429,(주)딸기사세요,2.483715464
2024-06-20,81500,82200,81200,81600,20288913,100,0.122699387,25,11.55714286,(주)딸기사세요,2.530289656
2024-06-21,80700,80800,80000,80000,17907523,-700,-0.867410161,26.3,12.12857143,(주)딸기사세요,2.57479088
2024-06-24,79700,80900,79500,80600,15454227,900,1.12923463,24.3,0,(주)딸기사세요,0
2024-06-25,80600,81800,80100,80800,19088458,200,0.248138958,23.2,7.16,(주)딸기사세요,2.099244169
2024-06-26,80100,81400,79900,81300,17783242,1200,1.498127341,24.8,14.32,(주)딸기사세요,2.729159164
2024-06-27,81300,81600,80500,81600,11739720,300,0.36900369,24,21.48,(주)딸기사세요,3.112626025
2024-06-28,81900,81900,80800,81500,9455929,-400,-0.488400488,25.8,28.64,(주)딸기사세요,3.3891248
2024-07-01,81500,82100,81300,81800,11317202,300,0.36809816,26,1.2,(주)딸기사세요,0.78845736
2024-07-02,82500,82600,81500,81800,14471904,-700,-0.848484848,27.2,11.5,(주)딸기사세요,2.525728644
2024-07-03,82300,82300,81000,81800,11440328,-500,-0.607533414,26.8,25.2,(주)딸기사세요,3.265759411
2024-07-04,82900,84700,82400,84600,43857229,1700,2.05066345,28.3,16.05,(주)딸기사세요,2.836150204
2024-07-05,85600,87100,85200,87100,45791193,1500,1.752336449,26.2,6.9,(주)딸기사세요,2.066862759
2024-07-08,87900,88600,86900,87400,24035809,-500,-0.568828214,26.3,35.8,(주)딸기사세요,3.605497845
2024-07-09,87800,88200,86900,87800,21336201,0,0,24,84.5,(주)딸기사세요,4.448516376
2024-07-10,87600,88000,87100,87800,17813847,200,0.228310502,23.8,72.9,(주)딸기사세요,4.302712828
2024-07-11,88500,88800,86700,87600,24677608,-900,-1.016949153,24.3,0,(주)딸기사세요,0
2024-07-12,85900,86100,84100,84400,26344386,-1500,-1.746216531,25.3,0,(주)딸기사세요,0
2024-07-15,84700,87300,84100,86700,25193080,2000,2.361275089,26.8,7.7,(주)딸기사세요,2.163323026
2024-07-16,86900,88000,86700,87700,16166688,800,0.920598389,26.2,2.1,(주)딸기사세요,1.131402111
2024-07-17,87100,88000,86400,86700,18186490,-400,-0.45924225,28.2,18.4,(주)딸기사세요,2.965273066
2024-07-18,83800,86900,83800,86900,24721790,3100,3.69928401,27.1,34.7,(주)딸기사세요,3.575150689
2024-07-19,85600,86100,84100,84400,18569122,-1200,-1.401869159,26.1,1.9,(주)딸기사세요,1.064710737
2024-07-22,84400,84900,82600,83000,18987560,-1400,-1.658767773,29.6,4.25,(주)딸기사세요,1.658228077
2024-07-23,84200,84700,83400,83900,15766389,-300,-0.356294537,28.6,0,(주)딸기사세요,0
2024-07-24,82900,83300,81900,82000,16939083,-900,-1.085645356,28,42,(주)딸기사세요,3.761200116
2024-07-25,80400,81000,80100,80400,20323811,0,0,29.6,22.8,(주)딸기사세요,3.169685581
2024-07-26,80700,81300,80400,80900,14508334,200,0.247831475,28.3,3.6,(주)딸기사세요,1.526056303
2024-07-29,81600,82000,81100,81200,12797136,-400,-0.490196078,29,9.6,(주)딸기사세요,2.360854001
2024-07-30,80400,81000,80000,81000,13169636,600,0.746268657,28.6,7.2,(주)딸기사세요,2.104134154
2024-07-31,81200,83900,80900,83900,20744323,2700,3.325123153,29.7,4.8,(주)딸기사세요,1.757857918
2024-08-01,86000,86100,83100,83100,20900338,-2900,-3.372093023,29.9,2.4,(주)딸기사세요,1.223775432
2024-08-02,81000,81400,79500,79600,25800275,-1400,-1.728395062,30.3,0,(주)딸기사세요,0
2024-08-05,76700,76900,70200,71400,54608790,-5300,-6.910039113,28,25.1,(주)딸기사세요,3.261935314
2024-08-06,74900,75300,72300,72500,47295226,-2400,-3.204272363,29.4,17.4,(주)딸기사세요,2.912350665
2024-08-07,73000,76000,72800,74700,32710428,1700,2.328767123,30,9.7,(주)딸기사세요,2.370243741
2024-08-08,73200,73900,72500,73400,28414729,200,0.273224044,27.5,2,(주)딸기사세요,1.098612289
2024-08-09,75700,75800,74200,74700,16388222,-1000,-1.321003963,28.9,1,(주)딸기사세요,0.693147181
2024-08-12,75200,75900,74800,75500,9839259,300,0.39893617,30.4,0,(주)딸기사세요,0
2024-08-13,76500,76600,75500,76100,10716261,-400,-0.522875817,30.8,0,(주)딸기사세요,0
2024-08-14,77400,77800,77000,77200,13246168,-200,-0.258397933,30.6,13.75,(주)딸기사세요,2.691243083
2024-08-16,79400,80200,78700,80200,22061478,800,1.007556675,27.7,17.1,(주)딸기사세요,2.895911938
2024-08-19,80100,80100,78000,78300,14146565,-1800,-2.247191011,30.1,0.3,(주)딸기사세요,0.262364264
2024-08-20,79500,79800,78700,78900,10683836,-600,-0.754716981,30.4,0.1,(주)딸기사세요,0.09531018
2024-08-21,77900,78600,77800,78300,7805598,400,0.513478819,29.2,18.1,(주)딸기사세요,2.949688335
2024-08-22,78700,78900,77800,78300,8149101,-400,-0.508259212,28.9,0.6,(주)딸기사세요,0.470003629
2024-08-23,77700,78400,77500,77700,9420306,0,0,28.5,0.45,(주)딸기사세요,0.371563556
2024-08-26,78100,78200,76000,76100,15655938,-2000,-2.560819462,28.8,0,(주)딸기사세요,0
2024-08-27,75700,76500,75600,75800,11130145,100,0.132100396,27.4,0,(주)딸기사세요,0
2024-08-28,75800,76400,75400,76400,9794514,600,0.791556728,28.4,0,(주)딸기사세요,0
2024-08-29,73600,74700,73500,74000,16884479,400,0.543478261,28.8,0,(주)딸기사세요,0
2024-08-30,74400,75000,74100,74300,16358520,-100,-0.134408602,28,0.2,(주)딸기사세요,0.182321557
2024-09-02,74500,74700,73500,74400,12641376,-100,-0.134228188,26.6,0.8,(주)딸기사세요,0.587786665
2024-09-03,74100,74300,72500,72500,16314599,-1600,-2.159244265,27.6,1,(주)딸기사세요,0.693147181
2024-09-04,69800,71100,69800,70000,27366563,200,0.286532951,28,0.75,(주)딸기사세요,0.559615788
2024-09-05,70100,71200,69000,69000,25686769,-1100,-1.569186876,27.2,0.5,(주)딸기사세요,0.405465108
2024-09-06,69100,69700,68000,68900,19022299,-200,-0.289435601,26.7,0,(주)딸기사세요,0
2024-09-09,66900,68200,66600,67500,23263298,600,0.896860987,28.5,7.5,(주)딸기사세요,2.140066163
2024-09-10,67000,67300,66000,66200,30651376,-800,-1.194029851,29.9,10.95,(주)딸기사세요,2.480731278
2024-09-11,65100,65500,64200,64900,35809707,-200,-0.307219662,27.8,14.4,(주)딸기사세요,2.734367509
2024-09-12,66000,66600,65200,66300,35884106,300,0.454545455,27.5,5,(주)딸기사세요,1.791759469
2024-09-13,65000,65500,64300,64400,25045135,-600,-0.923076923,28.8,3.466666667,(주)딸기사세요,1.496642418
2024-09-19,64000,64400,62200,63100,49402713,-900,-1.40625,29.8,24.1,(주)딸기사세요,3.222867846
2024-09-20,63800,64700,63000,63000,32746056,-800,-1.253918495,26.4,29.3,(주)딸기사세요,3.411147713
2024-09-23,62300,63500,62200,62600,28542376,300,0.481540931,22.8,0.588888889,(주)딸기사세요,0.46303496
2024-09-24,62800,63400,62400,63200,26957500,400,0.636942675,22,0.977777778,(주)딸기사세요,0.68197388
2024-09-25,63800,64200,62200,62200,28652438,-1600,-2.507836991,23.4,1.366666667,(주)딸기사세요,0.861482495
2024-09-26,63900,64900,63700,64700,37566015,800,1.251956182,24.7,1.755555556,(주)딸기사세요,1.013619076
2024-09-27,64700,65400,64200,64200,28433030,-500,-0.772797527,23.5,2.144444444,(주)딸기사세요,1.145637227
2024-09-30,64200,64300,61500,61500,32694163,-2700,-4.205607477,22.4,3.311111111,(주)딸기사세요,1.461195669
2024-10-02,60500,61900,59900,61300,28473536,800,1.32231405,15.6,5.55,(주)딸기사세요,1.87946505
2024-10-04,61000,61700,60500,60600,24247578,-400,-0.655737705,16.9,5.033333333,(주)딸기사세요,1.79729965
2024-10-07,60200,61900,59500,61000,35066533,800,1.328903654,17.5,4.7,(주)딸기사세요,1.740466175
2024-10-08,60000,61000,59900,60300,27411786,300,0.5,18,3.166666667,(주)딸기사세요,1.427116356
2024-10-10,60100,60200,58900,58900,45262214,-1200,-1.996672213,19.1,0.1,(주)딸기사세요,0.09531018
2024-10-11,59100,60100,59000,59300,29623969,200,0.338409475,18.7,1.675,(주)딸기사세요,0.98394938
2024-10-14,59500,61200,59400,60800,20886249,1300,2.18487395,18.8,6.4,(주)딸기사세요,2.00148
2024-10-15,61100,61400,60100,61000,22715239,-100,-0.163666121,20.1,2,(주)딸기사세요,1.098612289
2024-10-16,59400,60000,59200,59500,23303268,100,0.168350168,19.9,3.533333333,(주)딸기사세요,1.511457504
2024-10-17,59400,60100,59100,59700,23372873,300,0.505050505,20.3,5.066666667,(주)딸기사세요,1.802809305
2024-10-18,59900,60100,59100,59200,14420260,-700,-1.168614357,21.9,6.6,(주)딸기사세요,2.028148247
2024-10-21,59000,59600,58500,59000,18514905,0,0,15.1,3.7,(주)딸기사세요,1.547562509
2024-10-22,58800,58900,57700,57700,27582527,-1100,-1.870748299,17.7,28.8,(주)딸기사세요,3.394508394
2024-10-23,57500,60000,57100,59100,27300780,1600,2.782608696,14.6,2.9,(주)딸기사세요,1.360976553
2024-10-24,58200,58500,56600,56600,31499922,-1600,-2.749140893,12.8,2.625,(주)딸기사세요,1.287854288
2024-10-25,56000,56900,55800,55900,25829315,-100,-0.178571429,14.9,2.35,(주)딸기사세요,1.208960346
2024-10-28,55700,58500,55700,58100,27775009,2400,4.308797127,16.3,2.3,(주)딸기사세요,1.193922468
2024-10-29,58000,59600,57300,59600,28369314,1600,2.75862069,16.8,2.8,(주)딸기사세요,1.335001067
2024-10-30,59100,59800,58600,59100,19838511,0,0,15.8,3.3,(주)딸기사세요,1.458615023
2024-10-31,58500,61200,58300,59200,35809196,700,1.196581197,16.3,3.8,(주)딸기사세요,1.568615918
2024-11-01,59000,59600,58100,58300,19083180,-700,-1.186440678,14.3,4.3,(주)딸기사세요,1.667706821
2024-11-04,58600,59400,58400,58700,15586947,100,0.170648464,15.5,0.4,(주)딸기사세요,0.336472237
2024-11-05,57800,58100,57200,57600,17484474,-200,-0.346020761,11.2,0.333333333,(주)딸기사세요,0.287682072
2024-11-06,57600,58000,56300,57300,22092218,-300,-0.520833333,9,0.266666667,(주)딸기사세요,0.236388778
