Date,Open,High,Low,Close,Volume,Change,ChangeRatio
2024-07-11,88500,88800,86700,87600,24677608,-900,-1.0169491525423728
2024-07-12,85900,86100,84100,84400,26344386,-1500,-1.7462165308498252
2024-07-15,84700,87300,84100,86700,25193080,2000,2.3612750885478158
2024-07-16,86900,88000,86700,87700,16166688,800,0.9205983889528193
2024-07-17,87100,88000,86400,86700,18186490,-400,-0.4592422502870264
2024-07-18,83800,86900,83800,86900,24721790,3100,3.699284009546539
2024-07-19,85600,86100,84100,84400,18569122,-1200,-1.4018691588785046
2024-07-22,84400,84900,82600,83000,18987560,-1400,-1.6587677725118484
2024-07-23,84200,84700,83400,83900,15766389,-300,-0.35629453681710216
2024-07-24,82900,83300,81900,82000,16939083,-900,-1.0856453558504222
2024-07-25,80400,81000,80100,80400,20323811,0,0.0
2024-07-26,80700,81300,80400,80900,14508334,200,0.24783147459727387
2024-07-29,81600,82000,81100,81200,12797136,-400,-0.49019607843137253
2024-07-30,80400,81000,80000,81000,13169636,600,0.7462686567164178
2024-07-31,81200,83900,80900,83900,20744323,2700,3.32512315270936
2024-08-01,86000,86100,83100,83100,20900338,-2900,-3.372093023255814
2024-08-02,81000,81400,79500,79600,25800275,-1400,-1.728395061728395
2024-08-05,76700,76900,70200,71400,54608790,-5300,-6.910039113428944
2024-08-06,74900,75300,72300,72500,47295226,-2400,-3.204272363150868
2024-08-07,73000,76000,72800,74700,32710428,1700,2.328767123287671
2024-08-08,73200,73900,72500,73400,28414729,200,0.273224043715847
2024-08-09,75700,75800,74200,74700,16388222,-1000,-1.321003963011889
2024-08-12,75200,75900,74800,75500,9839259,300,0.39893617021276595
2024-08-13,76500,76600,75500,76100,10716261,-400,-0.522875816993464
2024-08-14,77400,77800,77000,77200,13246168,-200,-0.2583979328165375
2024-08-16,79400,80200,78700,80200,22061478,800,1.0075566750629723
2024-08-19,80100,80100,78000,78300,14146565,-1800,-2.247191011235955
2024-08-20,79500,79800,78700,78900,10683836,-600,-0.7547169811320755
2024-08-21,77900,78600,77800,78300,7805598,400,0.5134788189987163
2024-08-22,78700,78900,77800,78300,8149101,-400,-0.5082592121982211
